index,payload,label
914,www.businessaccesscitibank.scitigroup.com.mavipack.com/?/ecitigroup/cbusol/signon.do,1
915,en.wikipedia.org/wiki/Voice_over_IP,0
916,www.bridgewebs.com/camberley/,0
917,msdn.microsoft.com/en-us/library/ms182409.aspx,0
918,artax.karlin.mff.cuni.cz/~kendy/cuckooo/,0
919,tools.ietf.org/html/rfc1633,0
920,www.cs.hmc.edu/~tsemple/games/win95.html,0
921,www.cs.arizona.edu/patterns/weaving/books/nh_desn_1.pdf,0
922,www748.paypal.co.uk.12131.ssl-870.mx/js/webapps/uk/mpp/?cmnd=_lg&action=_edit,1
923,www.bigdawgdeals.com/paypal.com.cgi-bin.websc.cmd-login-submit.dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6d44adc335ba2d23/paypal/accont/verfied/cgi-bin/herf/update/intl/paypal/seccur/,1
924,www.semdesigns.com/Products/FrontEnds/index.html,0
925,'www.hnqsfz.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;app=com-d3',1
926,www.accelebrate.com/microsoft_dotnet/,0
927,www.roselyncoaches.co.uk/images/stories/paypal.co.info.com.nz.au/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5df36e6114296e75d9466990f11be0d27df36e6114296e75d9466990f11be0d27,1
928,www.enginuity.com/dwild.htm,0
929,www.babinet.cz/avatars/19889/hires/dir/8c8373b4fcc13ebfabca4771392fc40c/,1
930,www.sunjsc.vn/admin/webroot/js/ckeditor/plugins/about/hmrc/refundportal.htm,1
931,www.telelogic.com/products/tau/,0
932,queervoices.ca/Paypal_Virefication/6b327fffce37720ea7208f079ba50543/new1/97bb8ed0c7045a9dd54f66372710148d/7e299f4fb2cab27ce44c100facf6cf64/,1
933,simplexlimited.com/templates/es/96f6e4249679c5ed1b9e2f8a11cb34a1/,1
934,tools.ietf.org/html/rfc1172,0
935,maspr.4t.com/clipper.htm,0
936,www.pocketmac.net/products/pmsafariscrapbook/safari.html,0
937,tools.ietf.org/html/rfc2560,0
938,paypal.com.pt.cgi-bin.webscr.cmd.loginsubmi.tdispatch5885.d80a.13c0d.b1f8e.26366.3d3fa.ee8d.7283e.7f018.4a567.w430.x290.bb9e.8c84.6.arab-tech.tk/,1
939,space.remotedu.com/ispace2_sync/scormplayer/play_sco.htm?urlto=http:/space.remotedu.com/ispace2_upload_uestc/1/2011-01-04/2991/content/llxx/course/04-soc01-chot5-5/page.html?r=,1
940,code.google.com/p/ticpp/,0
941,members.multimania.co.uk/jamesbroth/,0
942,www.fileinfo.com/filetypes/image,0
943,www.mindjet.com/us/,0
944,mechtechgroup.com/scripts/,1
945,secure.runescape.com.xxus.asia/m=weblogin/loginform.html?mod=www&ssl=0&dest,1
946,dixpected.net/wp-content/themes/Webly/ingbelLogin.htm,1
947,www.softbizscripts.com/banner-exchange-script-features.php,0
948,tug.org/mactex/,0
949,java.sun.com/developer/onlineTraining/,0
950,security-report.ucoz.ro/help-confirm/user.htm,1
951,members.shaw.ca/golinux/,0
952,www.isbc.ca/index.html,0
953,tools.ietf.org/html/rfc1897,0
954,bin/webscr?cmd=_login-,1
955,confirm-security-block-fb.ch.gg/,1
956,members.smetc.com/dirmak/,0
957,gost.isi.edu/info/kerberos/,0
958,www.paypal.com.confirm.redirect.secure.system.billing.update.verify.area.40awc0w4b3wnue0wgmowc040ahqe40ahqe7qc7pnuecqc7pqhb3we7q47c7p.bluemascot.in/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5464c330dfc7c0c82f105f627e40c5415464c330dfc7c0c82f105f627e40c5415,1
959,www.artlandia.com/products/SymmetryWorks/,0
960,secure.runescape.com.secure.yi-login.com/m=weblogin/loginform.html?mod=www&ssl=0&dest,1
961,www.discovertheborders.co.uk/places/101.html,0
962,pingstate.nu/riikka/,0
963,www-cse.ucsd.edu/users/wgg/,0
964,www.net1000.net/resume/resume.pdf,0
965,www.angelfire.com/ak4/FoxesDen/,0
966,transportesmeteoro.com/tmp/www.paypal.it_service-security_confermation/it/,1
967,web.mit.edu/invent/iow/engelbart.html,0
968,latex2rtf.sourceforge.net/RTF-Spec-1.0.txt,0
969,bpwa.yzi.me/ychoolgn12verifi2012c.php,1
970,saboocomputers.com/wp-content/themes/13Floor/your.account.paypal.uk.cmd-disp/login/,1
971,www.hexatech.com/toolbar.htm,0
972,www.ncicie.org/cache/mod_login/www.visaeurope.fr,1
973,www.9iradio.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,1
974,www.ebizq.net/blogs/decision_management/,0
975,'www.cs.duke.edu/courses/cps140/spring03/lects/sectRecEnumH.pdf#search=&quot;recursively enumerable languages&quot;',0
976,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crIFU6EJu4PNil6BTX_yswd2kT4_kszc0pwxyQUv0XAItDmfuLD3oYg_6KYhrSyiYjFrDoQI2d3YifwTA-P3PZAOdfRrSUhIUTHqkXB5eQYd8EKWqIhL_fiiBkmTUl0C5K-J3a_D551QsuMIS5p1q00HFpDST-eb5TaR26XH7fBNyh_Bv5aRm5R7Oy02Tx7KDflvZQqTPPAAPTYXSD4RktUY868mA\%3D\%3D&amp;attredirects=2',1
977,iframehost-c.iframehost.com/2120820,1
978,www.hostclick.net/~macatual/.desco/.atualizacao/bradesco/,1
979,paypal.com.cgi-bin-ca-marketing-marketingweb.country-lang-true.cycshipping.com/confirm/7a67a1dbfce8cfdf6aea78d748126c1d/,1
980,ps-pokrov.ru/photos/cato.htm,1
981,www.timewarner.com/newsroom/press-releases/2000/08/Ask_Jeeves_Netscapes_Open_Directory_Project_Team_To_08-14-2000.php,0
982,www.unc.edu/depts/econ/egsa/LaTeX.pdf,0
983,katlinbutryman.com/administrator/modules/mod_login/controller.php,1
984,www.tx-e.ntust.edu.tw/front/bin/home.phtml,0
985,www.juniper.net/us/en/training/certification/,0
986,bartonprogramming.com/includes/domit/PayPal.it/login/security/confirmation4548684645384534/it/Processing.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436535a64872c239a7d95d787fd6a0e8c72935a64872c239a7,1
987,goldtassel.faithweb.com/dolls.htm,0
988,lnk.co/I1XNU,1
989,amovale.com/animation/css/core/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efca564d695756d1b4fddab931fe0926091a564d695756d1b4fddab931fe0926091,1
990,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpdJdnAA1BtE0clvcincHUu0hLggZGr3H7itTVfZ6AVHr9XwyXzUEQTYRoteWmO2eSWbjcXB_mkK84Sy-F1fVOyQVnGXElEyoq6b7HxNJY7ZMAVjOssNvv1yFUpTIJ9i2wlo46ge2J0JdytGSLDja2KEvHACOK_G0rNx7GQD6hrB_-AE2kRfmCKIlvAUAjQbTXBQy-VYX0uyThD-I05N9EHCpzvfA\%3D\%3D&amp;attredirects=1',1
991,docs.sun.com/source/816-6408-10/,0
992,www.dyfdzx.com/js/?us.battle.net/login/en/?ref=budrkngus.battle.net/d3/en/index&app=com-d3,1
993,www.ddcall.co.kr/img/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&whhhdmxamp;ssl=0&dest,1
994,www.dmoz.org/docs/en/404help.html,0
995,meyersrv.tripod.com/bizserv.htm/,0
996,crown-home.cn/8908837415/143493053/,1
997,en.wikipedia.org/wiki/Alt.tv.simpsons,0
998,virtuousmlm.com/wp-content/uploads/2012/08/www.paypal.com/au/details.php?cmd=_account&dispatch=5885d80a13c0db5f998acc,1
999,mitpress.mit.edu/catalog/item/default.asp?ttype=2&amp;tid=3784,0
1000,www.aemergence.com/js/Nets-Danmark/information.php,1
1001,service.confirm.paypal.cmd.cgi-bin.2466sd4f3e654sqd4e6d23sd8ed52s3d24e8d4sd8e74ds4d3d.dsqd56d5e8d25s.fdsf456e6d5sde8d56s4d.d545d4e84d5d.d89d989s8d9ed.548d57s5656.friponne.fr/51d2615c402c7d17e5fd99a20ec2e93c/,1
1002,www.madcentral.com/index.htm,0
1003,palekastromuseum.gr/ddjjsua/hl.php,1
1004,mbresource.com/files/32bitapi.html,0
1005,en.wikipedia.org/wiki/Scheme_programming_language,0
1006,clickandbuy.elaine-asp.de,1
1007,affiliatealmanac.com/systembanking/b009bec28e04254027bf7d81396392a0,1
1008,www.brainwashed.com/kranky/,0
1009,tinyurl.com/c7mkv6b,1
1010,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cqLFRE-uPNm-2Xw8JJBM6bDFBb7hkbm0ZNchA83IaPFefI0cQWxqcFVaMW1rwZ4NZdb9vogDtM5BAsc-J7Q9pwFbBXavOh7zwQ2ws7jhVCAuzFPoEXIyz8cpFZNQb8PwQ3X309ACyK-Rxlgw_3LkvxaBpjYy0X5xxPgYybDZ3Nrm6L3zDEqyVDJ2MfxnYONueWEH7NBncZqdn1trU_4zz3fK9qAAw\%3D\%3D&amp;attredirects=0',1
1011,www.inoesis.com/wp-content/themes/.server/.Allert/PayPal/Limit100/,1
1012,archive.eiffel.com/products/bon.html,0
1013,emblemashabbbo.rel7.com/,1
1014,www.mindprod.com/jgloss/unmain.html,0
1015,www.airjordanpalace.com/wp-includes/personal/logon/login.jsp.htm,1
1016,www.xs4all.nl/~basvdh,0
1017,www.datinglovers.net//wp-includes/Redirect.php,1
1018,web-acesso.com/atendimento/index.php,1
1019,en.wikipedia.org/wiki/Gordon_Bell,0
1020,www.swmosportbikes.com/treaba/pay/site/secure/vbv/login/account/msc/pay/webscr.html?cmd=SignIn&amp;co_partnerId=2&amp;pUserId=&amp;siteid=0&amp;pageType=&amp;pa1=&amp;i1=&amp;bshowgif=&amp;UsingSSL=&amp;ru=&amp;pp=&amp;pa2=&amp;errmsg=&amp;runameMessage-ID:,1
1021,promodelsusa.tripod.com/1.htm,0
1022,cehs.unl.edu/tcd/,0
1023,zarnawski.com/serviceppl_456/uk/,1
1024,commercialchillers.com.au/wp-includes/js/dezaz/dezaz/login.php?webscr?cmd=_login-run&dispatch=c6976c31fefdd1cf458ee88d070fd99bc6976c31fefdd1cf458ee88d070fd99b,1
1025,www.stadtbetriebe-ahrensburg.de/abwasser/archiv/2004/10/3/abwassergebuhren-2004/www.paypal.co.uk/login/ipoi/revalidate.htm?cmd_submitaccess0023044-submit=data_refund,1
1026,liawww.epfl.ch/frodo/,0
1027,www.gotw.ca/publications/mill10.htm,0
1028,allaboutbiomedicstoric.com/PP/uk/9425e5741be46990f137f2c3ea12483c/,1
1029,pastehtml.com/view/bbodt1kip.html,1
1030,support.microsoft.com/?kbid=142432,0
1031,bestcostco.com/southwest/,1
1032,www.members.tripod.com/~billlalonde/,0
1033,ragstwo.com/wp-content/my.screenname.aol.com/_cqr/506fb67e8c1be31246909a28537fba97/confirm.php,1
1034,www.amusedhome.com/paypal.it/italia/error_login.html,1
1035,paypal.com.d6saf46da5s4f.hg6df514g65df4h53dfh.fd1h6thd5341g6wre1g23sdg.h16h3sd1gf6we54gh65s1dfgh6rehg1sdfh16rh13fs1dh65.1h6e1rhgsd54f651gh6we5f1eswd6g553sg.h16wesr1dg3s1d6g5ew1g.sh1we61hg3sd54f6we15g65s1dg.weq6g6sd5g41s.tecsystem.com.mx/,1
1036,'wetrippymane.com/E-Faktura-TDC-DK/Sikker\%20nettbetaling.htm',1
1037,www.salinks.co.jp/JAPAN.htm,0
1038,www.eclipse.org/eclipselink/,0
1039,www.fluoro.co.jp/product/tubing-e.html,0
1040,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpO0L5s2OxmvnAxuiawDSdEOuzzsD7YV_4Y7mVXRI2lGboYYQ0Yi15rLcZjKHsxGp42rXXYONmZOtbxc2hLNQ8l64XpcffqJJCOBvCHi_NCblLkk-RRSjVI3NxByFeuyonyKf4PFIy5H4nsbT37bSCn_imPTH3Uim_7DBiVpKLH8ruAOfHRtHIM2xDSUvrnswuM2olB1Xo85GmJ44fMry8gcrz5Dw\%3D\%3D&amp;attredirects=2',1
1041,tools.ietf.org/html/rfc2817,0
1042,paypal-manager.de/login/77490/index.php,1
1043,www.mudconnect.com/mudfaq/mudfaq-p4.html,0
1044,savannah.nongnu.org/projects/opalesoya/,0
1045,www.actiontrip.com/reviews/aloneinthedarkthenewnightmare.phtml,0
1046,myweb.cableone.net/manycubes,0
1047,www.ridgecrest.ca.us/~jslayton/software.html,0
1048,www.ams.org/tex/,0
1049,sscgi1baycouk.voila.net/984cj8tk54x8fjy34sufthsxj7ufhxifjy3xufh34xufyuhr43jsxuyhfbehdythte4j7ugfbygfy87fejy8hfxux5tfju3xhufrf4htxfy43xgfwafsd5rfvbgn34yhubc634nf7g54yiufcref9jurextfbr6efdneuiwsxifuc4jfxuy4fg64tjx8fx458ufxirjfgyvefdgthf,1
1050,www.orbworks.com/pcpalm/index.html,0
1051,confirmation-us.3dn.ru/fb/confirm.html,1
1052,upsilon.cc/~zack/blog/posts/2010/02/integrating_Mutt_with_Org-mode/,0
1053,www.programagovaivisa.tk/Cadastro/index.html,1
1054,new-orkut-sex.net.tc/,1
1055,avers-66.ru/Pay/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5dc88baf3cd0c3da7ebdba1a044fcb25fdc88baf3cd0c3da7ebdba1a044fcb25f,1
1056,home.btconnect.com/sos-recovery/,0
1057,www.fwtwr.com/fwtdr/,0
1058,www.ajnfineart.com/clintonsbl.htm,0
1059,genesisscreens.com/images/img/home.png,1
1060,www.cs.washington.edu/research/security/webtripwires.html,0
1061,tools.ietf.org/html/rfc844,0
1062,glykngo.perug.ru/,1
1063,www.aqu.yoyo.pl/hack/files.php,1
1064,www.hott-software-training.com/Perl-Training.htm,0
1065,www.alu.org/mop/,0
1066,muslim-ads.co.uk/remax/index.htm,1
1067,ansan.org/zb41/data/remax/,1
1068,www.rpgiv.com/forum,0
1069,theory.stanford.edu/~aiken/,0
1070,belearning.info/www.paypal.co.uk.1/encripted/ssl218.site/login.html,1
1071,housetw.com.tw/modules/mod_login/www.paypal.com/dk/cgi-bin/webscr/cmd-login/run/login.htm,1
1072,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7coqPdA89rZTpofdCJcCgR7P2aZdnXH3mPvN6iKCEpnLdKxTxxVBVbpyHgQ1iYY33QWXuu0XbpPEtEBS95aPT2-Z2Ptjo1NuZXof1YnORGrI6mMxo4l2ccmYAc0EIyIT7mG1enH_W3p38hQeVnnNTuPB-IfQ9jgD49tnGu-tlW3ZwQC9FWu8jmGJLr8OiarQLqIaPXjlpyZ4p88xFh4wqR8OBdPPYA\%3D\%3D&amp;attredirects=0',1
1073,www.andrewwooldridge.com/dreamweaver/,0
1074,www.thedipaar.com/customers/images/arabbank.jord.htm,1
1075,sourceforge.net/projects/ktune,0
1076,naguabotoyota.com/modules/hongleong/session.htm,1
1077,www.effectgames.com/effect/article.psp.html/joe/Old_School_Color_Cycling_with_HTML5,0
1078,home.earthlink.net/~mgardner0/index.html,0
1079,tools.ietf.org/html/rfc2044,0
1080,www.deskspaceanyplace.com/index.html,0
1081,tools.ietf.org/html/rfc2355,0
1082,www.open.ac.uk/Arts/connex/,0
1083,www.jcnnhs.com/js/?amp;app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1
1084,www.cmlab.csie.ntu.edu.tw/~robin/JavaGL/,0
1085,0576tz.com/js/,1
1086,www.gamebits.net/psx/alondark.shtml,0
1087,dbshifu.com/js/index.htm?ref=us.battle.net/d3/en/index,1
1088,www.bidvestt.net,1
1089,prkash3dpc4kumar.blogspot.com/,1
1090,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.3135648943615678945631230264546851415121054565448544.teenslovebigpenis.com/service/dir.php,1
1091,www.compumaster.srv.br/plugins/system/legacy/cielo/cadastro.html,1
1092,www.seol.net.au/walteela/,0
1093,www.sangoma.com/main/support/tutorials/tcpip,0
1094,www.livefuture.in/~kayabest/sys/not/521499359863/zip/billing/on/hold/account/id/15498732198732155135/9ec6a36831afb00881f6b3809175870a/,1
1095,www.w3.org/TR/xslt-xquery-serialization/,0
1096,www.numtac.pwp.blueyonder.co.uk/Talkpeople/,0
1097,www.cnhedge.cn/js/index.htm?us.battle.net/login/en/?ref=gppnuwous.battle.net/d3/en/index&amp;app=com-d3,1
1098,www.soften.ktu.lt/~stonis/c2java/index.html,0
1099,www.okschess.org/members/clubs.htm,0
1100,home.comcast.net/~Rjcrodeo/redirecting1.htm,1
1101,www.babinet.cz/avatars/19889/hires/dir/5c06702ce87bb828d7969f197f54f932/,1
1102,www.probabilityof.com/lotto.shtml,0
1103,www.allexperts.com/browse.cgi?catLvl=3&amp;catID=1608,0
1104,world-software.net/wp-content/plugins/easing-slider/lr1.htm,1
1105,www.ida.liu.se/conferences/p2p/p2p2004/,0
1106,paypal.com.uk.cgi-bin.xgsm.eu/login.html,1
1107,www.hprog.org/fhp/FrontPage,0
1108,www.agipro.no/docs/property/remax/,1
1109,azergues-piscines-69.com/photo/galerie/0/,1
1110,www.arcati.com/mbn,0
1111,'www.techiwarehouse.com/cms/engine.php?page_id=99ba92a7#What to Expect at the Testing Center',0
1112,www.mastercard-fuer-ihre-sicherheit.de/,1
1113,gazetedunya.net/wp-content/ebay/eBayISAPI.dll.htm,1
1114,www.aprelium.com/abyssws/,0
1115,classes.uleth.ca/200303/mgt3862a/,0
1116,www.ath.bielsko.pl/english/index_univ.php?poz=15#2,0
1117,math.berkeley.edu/~strain/Codes/,0
1118,www.cs.bath.ac.uk/~gam23/,0
1119,insecure.org/sploits.html,0
1120,healthy-pets-plus.info/upgrade/login/Trulia/index.htm,1
1121,csoz.deimand.com/images/4107201728/241250503/,1
1122,www.angelfire.com/ak2/darkwolf/,0
1123,paypal.info.update.65rth46e5rg3w1erf65gwer4g5r4g65.rg6e5rger51g3w51e5gweg12e3wf1w.g1w5e6g1t321h5y1h.rth15y1h3r2t1h5561h.1h55132we1r5q1w5d1qw.q15frqf21er5g435g1er25g14ewg.g231g515212ewf4w5fqef.1rg45er2g1w.sanmiguelchile.cl/ew1ewr12ew21ewr21ewr12ewr21ewr21ewr/ewererwerwwerewr23ewr32ew3ewr32ewr/info/webscr.php,1
1124,www385.paypal.ca.21738.securessl-910.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pageName=system_email_PP385,1
1125,www.arcelect.com/NEBS.htm,0
1126,www.bharathadeepam.com/bbm/wp-admin/images/security-service472/us/done.html?cmd=_login-run,1
1127,itgma.com/fonts/it/paypal/webscr/login/account/titolari/paypal/unlock/index.php,1
1128,wldzb.cn/js/?us.battle.net/login/en/?ref=rxzjocnus.battle.net/d3/en/index&amp;app=com-d3,1
1129,pichincha.combativeschile.cl/web/index.php,1
1130,www.newbreedsoftware.com/ipaq/,0
1131,www.efectoespejo.com/wp-content/themes/city/css/error_login.html,1
1132,www.smalltalk.org/alankay.html,0
1133,cirter.com/INSTALI.php,1
1134,www.chestercountyaviation.com/airport.cfm,0
1135,www.shpaihua.com/js/?us.battle.net/login/en/?ref=rkwiipeus.battle.net/d3/en/index&amp;app=com-d3,1
1136,blog.nabatakoutdoors.com/oer/go.php?abbey=121412&santa=55855,1
1137,www.paypal-tracking.fr/,1
1138,floraleads.com/test,0
1139,www.eqaln.info/page/vote.php?pid=46,1
1140,pastehtml.com/view/bec6tds36.html,1
1141,randomnetstuff.com/houseplans/,0
1142,accountservice-paypalkunden.de/paypal.htm,1
1143,www.michigan.gov/mpsc,0
1144,linuxgazette.net/issue32/henning2.html,0
1145,ybv.ru/wp-includes/js/crop/rddt/rd.php,1
1146,goo.gl/tVwqt,1
1147,www.sca.com.do/~kayabest/sys/not/521499359863/zip/billing/on/hold/account/id/15498732198732155135/9ec6a36831afb00881f6b3809175870a/,1
1148,tinyurl.com/9z35wld,1
1149,www.login-batng.tk/cert/login.asp?ref=us.battle.net/account/management/index.xml&amp;amp;app=bam,1
1150,home.comcast.net/~bobdeasejr/,1
1151,www.babinet.cz/avatars/19889/hires/dir/3281de289ee9afc5797f407edada76d5/,1
1152,5w4e8ruc.ufh7.com/de/?a29mbGVybW90b0Bhb24uYXQMessage-ID:,1
1153,www.iptc.org/cms/site/index.html?channel=CH0106,0
1154,www.freewebs.com/duluthbridge/,0
1155,christcpcmonrovia.org/home/wp-content/plugins/wp-photo-album-plus/9183891435/241250503/,1
1156,www.jubileeleatherworks.com/index.htm,0
1157,www.uiowa.edu/~imug/,0
1158,oneveste.ru/drb/derni/ican/preb/kons/uren.php,1
1159,lool-videos.com/paypal.com.cgi-bin.webscr.cmd.login.sub/security/login.php,1
1160,www.cheviotsheep.org/society/index.html,0
1161,login.paypal.webcsr.com.e3b842c34f01b64793730aea3d430.updates.log.arimaanmanagement.com/xxxx/eb5a4db4c5576373c834d63f300fd08b/,1
1162,forums.delphiforums.com/apple2/,0
1163,www.erlang.se/euc/01/huch.ps.gz,0
1164,pastehtml.com/view/b6mw0lqu6.html,1
1165,cubeoverpower.com/ips_kernel/i18n/under/cgi-bin/confirm/paypaI/revieord9783649/skype/ipoi/,1
1166,www.verkopen-changeemail.co/changeEmail.marktplaats.nlcode=lKGnBTcrV+RLmXMuksPmGhR2Q2QnjyIhFCGYLE3CFOQse5wx5XBm/mymarktplaats.php,1
1167,www.chemisol.com/copro.htm,0
1168,www.olbg.com/forum/,0
1169,us.battle.net.en.qq-rs.com/login/en/login.html?app=wam&amp;ref=worldofwarcraft.com/account/&amp;eor=0&amp;app=bam,1
1170,search.cpan.org/~chartgrp/Chart-2.4.1/,0
1171,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpwbBYB84dcHmkB9mNC-Fd_3HaNDYZfJrHdOQq4MWJ9D5aUhxg0HAM0b3Axb8-8TJHZ24SD4AkfyDxm54p2rLm2B5ddglUrH5Ze3H17lfj56PhlSmZWRv91Wydi3x6FWtEjtQaTRG8NJgd1VDcOTOjsMNAgj2u5uxROzo_Sd2R1Gh0CrgZHEfTQirtmOo5eBjH98hMsjHqxNCUld_NwaKGHvIG4yw\%3D\%3D&amp;attredirects=1',1
1172,www.gnu.org/software/toutdoux/en/index.html,0
1173,modoretro.rel7.com/,1
1174,tuxychandru.github.com/grasshopper/,0
1175,www.tpolm.com/sunflower/,0
1176,kindomain2.com/ea0c1d81bf3e7953e4b26883fb184ef8/,1
1177,oldgamez.de/games/590/1/2/3/4/5/6/7/8/9/10/www.paypal.co.uk/login/ipoi/,1
1178,paypal.com.cgi.bin.webscr.cmd.flow.session.lohzumu98pjkwkwudgtj3ie6btlub.online775885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ufquez.login.efzg5epalogin.styllustaxiarapiraca.com.br/,1
1179,hqnmv2q.ufh7.com/de/?cm9lc3NsZXIuc3RvcmVAdC1vbmxpbmUuZGUMessage-ID:,1
1180,en.wikipedia.org/wiki/Defensive_programming,0
1181,mail.deltaned.com/intl/update/webscr2.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5dccd81740795dd0e7ff0baa3d1fe942edccd81740795dd0e7ff0baa3d1fe942e,1
1182,www.chachich.com/mdchachi/ksensei.html,0
1183,www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=sghrimaus.battle.net/d3/en/index&amp;app=com-d3,1
1184,tech.groups.yahoo.com/group/cvillejug/,0
1185,micro.magnet.fsu.edu/creatures/pages/linuxpenguin.html,0
1186,www.paypal.com.confirm.secure.system.verify.server.billingarea.d7f8a8350c132bc41e0934cfc023d4e8f9e5fd7f8a8350c132bc41e.rechargeworld.co.in/webscr.php?cmd=_login-rundispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5c5dbcc75e9,1
1187,tools.ietf.org/html/rfc1624,0
1188,www.star-ranger.com/Home.htm,0
1189,tools.ietf.org/html/rfc401,0
1190,news.cnet.com/2010-1025_3-5099118.html,0
1191,home.arcor.de/szukw000/english_index.html,0
1192,www.softelec.com/?vpindex,0
1193,'www.ghpm.net.cn/image/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;app=com-d3',1
1194,www.sevkon.net/js/?us.battle.net/login/en/?ref=3D3Dus=,1
1195,www.vergenet.net/linux/fake/,0
1196,www.vdraft.com/vtools.html,0
1197,www.u.arizona.edu/~jlzhao/,0
1198,pastehtml.com/view/beh797c4p.html,1
1199,www.freewebs.com/shattered_lands/,0
1200,bussiness.08342.kingdream.kz/login-error.php?login=60a8891088f28883b1cf6212dc0ad671,1
1201,www.kycomputers.co.in/graphics/outlines/include/,1
1202,graphicssoft.about.com/od/photoimpact/Ulead_PhotoImpact_GIF_Animator_Tutorials_and_User_Resources.htm,0
1203,service.confirm.paypal.cmd.cgi-bin.2466sd4f3e654sqd4e6d23sd8ed52s3d24e8d4sd8e74ds4d3d.dsqd56d5e8d25s.fdsf456e6d5sde8d56s4d.d545d4e84d5d.d89d989s8d9ed.548d57s56565d4s5d45sd48s5d5s5ds45d4s5.riadaziman.eu/12c9f0c1584c08c0675dbfd17654b950/Web?885db116fdbfb21918z87HgO97YHhxa5120312838zXAZE7162361bbff2993eea6ef6c399dc17e8987044ebbff2993eea6ef6c399dc17e8987044e,1
1204,www.xs4all.nl/~josvanr/vim.html,0
1205,www.rajivshah.com/Case_Studies/Cookies/CookiesLinks.html,0
1206,update.paypal.confirm.com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.980487.98746.874774.8754.popup-expo.fr/max/updating/uptodate/,1
1207,centralseg.com/admin/redirect.php,1
1208,www.dmoz.org/guidelines/regional/regionalization.html,0
1209,'accounts.google.com/ServiceLogin?service=wise&passive=true&go=true&continue=docs.google.com/forms/d/17-0IVHwRYYxIhzIyLoaSKYrF2biY3ORSt959kuRMQKw/viewform?pref\%3D2\%26pli\%3D1',1
1210,webhome.idirect.com/~gigamax,0
1211,tanaya.net/BullDog/index.shtml,0
1212,cristalpeach0.tripod.com/index2.htm,0
1213,larry.cohen.home.comcast.net/~larry.cohen/ab1redi.htm,1
1214,cerkovnosluzhiteli.ru/wp-content/uploads/2012/09/stab/webscr.htm?cmd=SignIn&co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp=&pa2=&errmsg=&runameMessage-ID:,1
1215,ncr.grnnx.com/,1
1216,www.chesselo.com/chess_web_directory.html,0
1217,www.lysator.liu.se/fsh/,0
1218,www.theregister.co.uk/2001/04/04/sex_com_owner_wins_65m/,0
1219,tools.ietf.org/html/rfc1490,0
1220,www.opentag.com/xmli18nfaq.htm,0
1221,groups.yahoo.com/group/CAT23-Ngame,0
1222,tristatefoliagewonder.com/updateaol.com/updateaol/login.psp.htm,1
1223,www.myspace.com/kenlove,0
1224,www.gnu.org/software/octal/,0
1225,www.stadtbetriebe-ahrensburg.de/content/stadtbetriebe/images/CVS/www/www.paypal.co.uk/login/ipoi/,1
1226,www.jail.se/p7010.html,0
